Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant`Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
Woodside Hickory Mocha Hickory,Woodside Hickory Mocha Hickory,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark,5,Engineered. More resistant to humidity, install on any level.,5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC89_95,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC89_95,,,
Woodside Hickory Espresso Hickory,Woodside Hickory Espresso Hickory,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark,5,Engineered. More resistant to humidity, install on any level.,5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC89_96,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC89_96,,,
"Canton Oak 3.25"" Red Oak Natural","Canton Oak 3.25"" Red Oak Natural","<div><strong>Available Colors: </strong><span>2</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div></div>",Mohawk Flooring,,"2,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Eased,Wood,Staple - Nail,High,Oak. Open grain with a range in color,1290,2,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Eased,Wood,Staple - Nail,High,Oak. Open grain with a range in color,1290",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC87_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC87_10,,,
"Canton Oak 3.25"" Butterscotch","Canton Oak 3.25"" Butterscotch","<div><strong>Available Colors: </strong><span>2</span></div><div><strong>Construction: </strong><span>Solid. Can be refinished, install above grade only.</span></div><div><strong>Width: </strong><span>3.25 inches</span></div><div><strong>Edge/End: </strong><span>Eased/Eased</span></div><div><strong>Subfloor: </strong><span>Wood</span></div><div><strong>Installation Method: </strong><span>Staple - Nail</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"2,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Eased,Wood,Staple - Nail,High,Oak. Open grain with a range in color,1290,Medium,2,Solid. Can be refinished, install above grade only.,3.25 inches,Eased/Eased,Wood,Staple - Nail,High,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC87_22,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWSC87_22,,,
"Vintage Elements 7"" Winter Oak","Vintage Elements 7"" Winter Oak","<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Pillowed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Light,6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_46,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_46,,,
"Vintage Elements 7"" White Sand Oak","Vintage Elements 7"" White Sand Oak","<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Pillowed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Light,6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_10,,,
"Vintage Elements 7"" Lighthouse Oak","Vintage Elements 7"" Lighthouse Oak","<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Pillowed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Medium,6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_47,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_47,,,
"Vintage Elements 7"" Armor Oak","Vintage Elements 7"" Armor Oak","<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Pillowed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Medium,6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_48,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_48,,,
"Vintage Elements 7"" Sumatra Oak","Vintage Elements 7"" Sumatra Oak","<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Pillowed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Dark,6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_49,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_49,,,
"Vintage Elements 7"" Colonial Gray","Vintage Elements 7"" Colonial Gray","<div><strong>Available Colors: </strong><span>6</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>7 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Pillowed</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Oak. Open grain with a range in color</span></div><div><strong>Hardness: </strong><span>1290</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Medium,6,Engineered. More resistant to humidity, install on any level.,7 inches,Pillowed/Pillowed,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Oak. Open grain with a range in color,1290,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_54,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC77_54,,,
Highlands Ranch Gunsmith Maple,Highlands Ranch Gunsmith Maple,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Medium,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_07,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_07,,,
Highlands Ranch Rodeo Maple,Highlands Ranch Rodeo Maple,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Dark,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_06,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_06,,,
Highlands Ranch Taupe Maple,Highlands Ranch Taupe Maple,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Medium,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_08,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_08,,,
Highlands Ranch Night Shade Maple,Highlands Ranch Night Shade Maple,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Dark,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_09,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_09,,,
Highlands Ranch Whitewashed Maple,Highlands Ranch Whitewashed Maple,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Pillowed/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Maple. Uniform texture, attractive variations</span></div><div><strong>Hardness: </strong><span>1450</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Light,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Pillowed/Rolled,Wood/Concrete,Glue - Staple - Float,High,Maple. Uniform texture, attractive variations,1450,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED09_10,,,
Rockford Hickory Hickory Natural,Rockford Hickory Hickory Natural,"<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Light</span></div><div></div>",Mohawk Flooring,,"3,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Light,3,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Light",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC80_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC80_10,,,
Rockford Hickory Hickory Sable,Rockford Hickory Hickory Sable,"<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"3,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Medium,3,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC80_25,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC80_25,,,
Rockford Hickory Gunpowder Hickory,Rockford Hickory Gunpowder Hickory,"<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>5 inches</span></div><div><strong>Edge/End: </strong><span>Eased</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>Med/High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Dark</span></div><div></div>",Mohawk Flooring,,"3,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark,3,Engineered. More resistant to humidity, install on any level.,5 inches,Eased,Wood/Concrete,Glue - Staple - Nail - Float,Med/High,Hickory. Durable, high in variation & character,1820,Dark",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC80_75,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWEC80_75,,,
Celebration - Single Plank Honey Nut Oak,Celebration - Single Plank Honey Nut Oak,<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div><strong>Embossing: </strong><span>Random Embossed</span></div><div></div>,Mohawk Flooring,,"3,Oak. Warm & traditional with a range in color.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Light,Random Embossed,3,Oak. Warm & traditional with a range in color.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Light,Random Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL11A_10,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL11A_10,,,
Celebration - Single Plank Café Chic,Celebration - Single Plank Café Chic,<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div><strong>Embossing: </strong><span>Random Embossed</span></div><div></div>,Mohawk Flooring,,"3,Oak. Warm & traditional with a range in color.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Light,Random Embossed,3,Oak. Warm & traditional with a range in color.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Light,Random Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL11A_11,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL11A_11,,,
Celebration - Single Plank Chocolate Truffle,Celebration - Single Plank Chocolate Truffle,<div><strong>Available Colors: </strong><span>3</span></div><div><strong>Species: </strong><span>Oak. Warm & traditional with a range in color.</span></div><div><strong>Finish: </strong><span>Textured. Deep graining & hand scraping add contrast & character.</span></div><div><strong>Width: </strong><span>7.5 inches</span></div><div><strong>Variation: </strong><span>Light</span></div><div><strong>Embossing: </strong><span>Random Embossed</span></div><div></div>,Mohawk Flooring,,"3,Oak. Warm & traditional with a range in color.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Light,Random Embossed,3,Oak. Warm & traditional with a range in color.,Textured. Deep graining & hand scraping add contrast & character.,7.5 inches,Light,Random Embossed",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL11A_12,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/LCDL11A_12,,,
Mountainside Creek Lantern Light Hickory,Mountainside Creek Lantern Light Hickory,"<div><strong>Available Colors: </strong><span>5</span></div><div><strong>Construction: </strong><span>Engineered. More resistant to humidity, install on any level.</span></div><div><strong>Width: </strong><span>6.5 inches</span></div><div><strong>Edge/End: </strong><span>Rolled/Rolled</span></div><div><strong>Subfloor: </strong><span>Wood/Concrete</span></div><div><strong>Installation Method: </strong><span>Glue - Staple - Nail - Float</span></div><div><strong>Character Variation: </strong><span>High</span></div><div><strong>Species: </strong><span>Hickory. Durable, high in variation & character</span></div><div><strong>Hardness: </strong><span>1820</span></div><div><strong>Shade: </strong><span>Medium</span></div><div></div>",Mohawk Flooring,,"5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Medium,5,Engineered. More resistant to humidity, install on any level.,6.5 inches,Rolled/Rolled,Wood/Concrete,Glue - Staple - Nail - Float,High,Hickory. Durable, high in variation & character,1820,Medium",TRUE,,,,,,,1,,,0,deny,manual,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_70,,,FALSE,,,,,,,,,,FALSE,,,,,,https://mohawk.scene7.com/is/image/MohawkResidential/HWED06_70,,,
